Colegiado;Componente
47636;274
47636;2033
47637;36670
47636;244
47636;3662
47636;3271
47636;3152
84255;17125
47636;248
12458;12536
12458;25070
12458;12558
12458;12567
12458;12576
12458;12584
12458;12589
12458;12593
12458;12650
12458;13009
12458;13016
16307;16327
16325;16327
16325;37614
16325;37612
84255;1945
16325;37615
122755;2981
122755;2837
122755;109913
90028;90028
89754;2981
94448;47311
109994;2852
109994;1929
109994;1696
122780;115352
122780;115504
47756;27
122780;86144
122780;115257
123567;68487
123567;73212
123567;3159
84255;3162
84255;36670
84255;1927
84255;2981
84255;2844
84255;72084
84255;2846
76729;76729
1023;72078
1023;72083
85702;304
86572;3271
88840;88839
88855;1927
88855;263
88855;2844
88855;14
88855;72083
88855;1812
93381;91
88855;40565
77694;17125
104464;439
105162;244
89704;1812
121629;3234
89754;1929
84305;42670
90737;87427
2052;2035
47760;2837
2052;81088
47761;27
121629;75234
121629;2058
121629;75229
121629;2055
90528;25
90528;422
90528;93
90528;2791
105162;100920
68787;423
68787;464
84243;1988
84243;72083
84244;14
84244;1927
84245;41066
84245;1927
84246;42670
84246;2981
84247;304
84248;42672
47636;304
47762;316
47762;41066
47762;263
47762;1929
47762;1930
47762;304
47762;3162
47762;2981
47762;3159
47762;1988
47762;2837
47762;27
84249;2852
84249;2846
84250;3162
84250;72084
84251;1926
84251;244
84252;316
84252;263
84253;1812
84253;316
89755;2837
121629;2043
121629;1
121629;8
1011;72084
971;91108
971;91109
91118;17125
91118;1929
91118;2981
91118;14
91118;1696
105163;100920
103571;103576
103571;103575
2159;304
91120;2981
91120;1929
91120;2114
91121;2062
91122;1929
91122;263
91157;1812
91157;1799
91157;173
91157;2207
352;2
121629;223
121629;4243
110404;54793
83298;78055
1023;1945
121852;2981
121852;2837
121852;1929
32061;52303
32061;316
77990;1927
77990;1988
77990;14
77990;304
121889;29008
77990;263
77990;2981
46743;1799
121888;3273
74606;42672
36686;10
121888;1989
121888;23666
121888;74933
77990;17125
77990;42670
80973;1812
7201;263
7201;14
7201;2846
7201;2852
7201;2981
7201;1927
7201;1988
7201;3162
7201;2837
47027;41066
29217;304
46873;304
12476;12536
1942;2844
12476;25070
1942;42672
1942;263
121888;74931
1942;91624
1942;244
1942;3159
1942;1927
1942;72084
12476;12558
12476;12567
12476;12576
12476;12584
12476;12589
12476;12593
12476;12650
12476;13009
12476;13016
121888;315
121888;36687
121888;45013
44354;44313
44354;173
2159;427
2159;470
74606;1988
74606;41066
46770;1930
954;9053
44350;421
44350;2207
44350;173
74606;244
9;1988
9;2981
9;263
9;1929
9;244
9;41066
9;3162
9;42670
123584;1988
123584;2058
123584;244
123584;3162
123584;2981
123584;8
1011;14
1011;1929
1011;1927
1011;1988
1011;3159
1011;244
1011;41066
1011;36670
1011;2852
1011;2981
1011;263
74606;316
124030;72567
46873;14
43578;2824
80973;423
37;36
21007;36
51111;46876
10495;48
124030;72568
124030;72569
124030;73565
74606;1927
74606;2981
74606;304
74606;2844
74606;2846
80973;2045
80499;3162
51124;304
51124;244
51124;1930
80499;2837
954;41066
51144;48
124030;73570
124030;97001
107652;70942
108428;1927
108428;2844
108428;41066
124030;79199
122771;1801
91835;91624
122771;2837
46767;2981
10373;48
51175;333
51222;333
51222;240
51222;704
51223;333
122771;316
4;1929
40335;1927
80499;1988
80499;1929
80499;263
80499;2981
80499;42670
80499;1927
40335;42672
51175;704
10146;3215
10146;77
10146;3433
10146;20777
10146;3139
16637;244
51321;2837
51321;2034
51321;41109
122771;41066
51321;3619
122771;263
51321;3200
51321;44813
51321;3272
51321;3234
51321;3270
51321;3243
51321;3236
51321;42802
51321;3413
51321;3205
51321;3245
51321;3517
51321;3235
51321;3273
51321;3412
51321;3271
51321;36995
51321;3231
51321;43945
80499;2852
80499;14
80499;2844
80499;2846
80499;42673
80499;2
83298;3152
91140;42670
91281;50
91281;68
83298;41067
83298;3236
83298;3517
51736;316
51736;41066
51736;1929
51736;14
51736;244
51736;1926
51736;2844
51736;1930
51736;304
51736;3319
51736;1557
51736;33032
51736;1801
91281;58
51736;42672
51736;42670
51736;17125
51736;42673
51736;27
51736;2837
51736;36670
51736;1927
51736;2981
1750;3205
72811;1927
70183;69961
70183;1139
72811;2846
9972;1988
49;48
117296;244
117296;304
11524;244
51962;3159
51962;1988
51962;3162
51962;25064
51962;2
51962;1
70185;69961
70185;1799
70185;432
70185;315
70188;69961
70188;426
72811;41066
47027;2837
47027;1929
47027;3162
47027;48
76788;46395
117296;1929
76788;56538
76788;56522
77313;44988
77313;44987
77313;44396
77313;1799
57534;42672
77313;1929
77313;2981
52247;2837
52247;1929
52247;3162
52247;52246
52247;51
91249;14
76726;41291
77319;3270
77319;1929
77319;263
47074;54844
87450;25
117294;244
117294;117267
47027;72084
77319;14
77319;2981
84155;1696
77319;2837
77319;1696
84155;1929
72811;21089
72811;46876
75700;2981
72812;304
3783;263
77319;3162
84796;36670
84796;72084
76751;41294
33400;42672
76762;53942
117294;2981
117294;304
72812;1927
72812;1988
72812;46876
78027;91842
72813;263
72813;1927
3319;1945
32061;45104
78027;103730
103857;91842
119435;2981
119435;2837
119435;2852
26436;41927
36688;36687
53791;2837
53791;2852
53791;2
53791;21089
53791;1987
53791;42671
119435;1927
119435;3162
119435;1988
57549;1945
72813;46876
72814;1927
72814;2846
72814;21089
72814;46876
72815;14
72815;304
72815;1927
72815;1988
3319;36670
72815;46876
84796;1988
12691;42673
12691;72083
12691;17125
9674;41066
9674;2844
72079;73212
119435;1929
119435;52303
73242;17125
73242;2844
73242;316
73242;42672
73242;1988
73242;1945
73242;1927
119945;91842
119945;1799
119945;415
121673;36995
72520;2837
72520;316
72520;41066
72520;263
72520;2846
72520;244
72520;304
72520;3162
72520;2981
72520;3159
72520;1988
72520;1927
72520;72084
44306;3159
44306;1926
83294;55930
84208;8882
84219;32186
79906;1977
84255;48
84255;185
84255;94
84255;72078
54127;1929
54127;89
54127;92
54130;1929
54130;1696
84255;72083
84255;68487
84255;1801
84255;46876
84255;1812
84247;1812
81129;244
81129;42673
81129;2844
81129;1945
81129;304
81129;1988
81129;1926
81129;41066
81129;72084
81129;17125
81129;36670
81129;1927
54600;244
81129;27
81129;1801
81129;68487
81129;73212
91249;87297
108134;3412
1023;42672
91249;87112
91118;44987
121673;36994
91281;63
91281;58527
91281;53
91281;955
91281;54
91281;345
91281;73321
91281;1706
91281;80394
52247;41066
121673;116479
121673;116490
54794;27
54794;316
54794;41066
54794;14
54794;2846
54794;244
54794;304
54794;3162
54794;2852
54794;3159
54794;42670
54794;1988
54794;2837
121673;116493
121673;36997
121673;116516
75168;2844
54866;3412
54866;54844
54866;2846
54866;2981
54866;1929
9;14
91249;87075
91249;2114
87240;2114
91835;94359
91835;2981
91835;3159
91834;1696
94358;86567
94358;94359
84172;2981
105053;3561
103741;100910
105394;105392
105394;4324
105394;105390
55957;2
55957;226
55957;21089
55957;46
55957;1987
105394;105393
105394;105391
105395;100907
105395;105400
105395;105396
105395;105397
105395;105398
105395;105399
105395;105392
105395;4324
105395;105390
105395;105393
105395;105391
103703;100917
103703;103709
94441;704
107995;299
56142;2837
56142;27
56142;316
56142;1929
56142;3162
56142;2981
56142;1988
44381;173
44381;2207
44362;173
44362;2207
94441;2825
74383;41066
56858;1
56858;8
56858;250
56858;244
56858;1988
56865;1812
56865;429
94442;316
94448;24751
56742;466
56742;4039
94448;47310
94448;47305
94448;27532
72079;26
89755;42670
94467;1988
94467;244
94467;263
94467;2981
94467;41066
94467;1929
94467;1
94467;8
21927;249
21927;248
94467;2
57193;316
57193;1929
57193;3162
57193;2981
57193;1988
57193;2837
57193;27
2174;1929
2174;2981
103654;100913
73049;304
80962;250
55959;1927
2754;316
2754;1988
57313;333
57313;2030
53791;2981
53791;3620
53791;3245
14463;42672
57549;2844
57549;2837
57534;1930
57534;244
57534;304
67931;244
103857;103264
103857;61043
103654;244
57550;3159
57577;14
57577;1929
57577;3200
57577;2035
57577;18
57577;2981
57577;17125
57577;3162
2174;93
1933;27
121674;73883
2174;1927
2174;42670
2174;17125
2174;2846
2174;3162
121674;94042
121674;93988
71433;46
75481;263
75481;268
74517;1696
10146;3138
14463;1929
14463;3162
14463;89
121674;115633
57680;316
57680;263
57680;1929
57680;1926
57680;3162
57680;3159
57680;2837
54888;2837
54888;41066
54888;316
54888;1929
54888;2981
54888;3162
54888;42672
57224;1930
51144;304
94467;25
121674;74907
84219;472
77695;1988
77695;1945
77695;1930
77695;2981
77695;244
77695;14
74537;2981
80962;249
80962;244
80963;1812
80963;173
80963;1799
80963;76292
58062;466
70219;41110
58062;2798
84219;416
121674;76454
122771;244
58124;77
80496;36687
58151;77
58152;77
58153;77
58154;77
58155;77
58156;77
58157;77
58158;77
58159;77
58099;77
80496;315
13654;13864
58100;77
58101;77
58106;77
84219;425
58107;77
84219;415
58109;77
58103;77
58104;77
58105;77
84219;428
58121;77
58122;77
58123;77
84219;426
58126;77
58127;77
58128;77
58129;77
84219;417
58162;77
58163;77
58164;77
58165;77
58166;77
58167;77
58168;77
58169;77
58171;77
84219;430
58131;77
58132;77
58133;77
58134;77
84219;427
122771;1945
84219;457
58079;77
58110;77
84219;433
58112;77
58113;77
58114;77
58082;77
84219;432
58116;77
58117;77
58118;77
58119;77
84219;76175
58091;77
58092;77
58093;77
84231;3601
58095;77
58096;77
58097;77
84231;25
125455;42670
125455;2837
125455;1929
125455;2852
125455;2981
125455;1927
84231;3602
15670;1977
84231;15
73049;10300
88464;75510
75168;1988
75168;17125
75168;3162
75168;72083
75168;41066
103655;100913
105374;1801
105374;1945
3896;46744
3896;1872
3896;89249
3896;89259
108428;72083
76721;76721
76701;76701
125617;3245
125617;2854
125617;1917
125617;1919
125617;80045
125617;80058
89540;91842
125832;256
2761;1929
91258;1812
91258;1799
77990;38337
91834;86567
70219;185
70219;94
70219;48
101121;1929
1018;10030
57680;91624
93717;1207
95182;1988
95182;3162
95182;14
95182;244
95182;304
95182;2852
95182;3159
95182;1
95182;8
95182;2
95182;250
95182;240
95182;382
105374;316
1023;46876
1023;2878
105374;304
91145;91144
7201;1929
95224;91842
95224;1799
95220;316
95192;2062
95192;81026
95192;3200
95192;2035
95192;3520
95192;757
95192;81088
95192;3214
43590;13428
95322;91842
95322;2045
95322;471
95322;452
37304;244
93600;250
93600;1975
93600;766
93600;1977
93600;75510
93600;94687
95751;757
95858;2846
95858;1800
95858;2981
84172;1
96517;1927
96517;1991
96517;38336
96517;38337
96517;92930
96517;8838
96517;92934
96518;3205
96518;92654
96518;92697
97015;24753
91556;1926
55959;1988
55959;304
55959;316
55959;14
55959;41066
55959;1926
55959;263
55959;3162
55959;1812
55959;1913
55959;8
55959;11
55959;25
55959;315
55959;173
55959;382
55959;1782
58490;1801
91556;41066
91556;316
91556;1927
2159;2837
76973;36670
71666;2981
71666;3162
76973;316
76973;50447
3498;17125
119291;306
77006;1927
77006;2981
77006;2837
77006;1988
77006;263
77006;42672
77006;244
77006;1929
77006;1926
77006;17125
77006;14
77006;304
77006;42670
77006;3162
77312;58527
75804;3162
76727;56730
76727;41392
76727;41286
76774;41356
76774;55817
76774;34035
103988;224
110285;1929
57550;1926
57550;36670
124045;1926
124045;244
124045;41066
124045;1988
124045;72084
78609;2852
78609;21089
78609;25281
78609;76608
103857;48628
79638;76275
79638;25
79638;431
103857;324
103857;454
104871;244
52247;1926
52247;72084
47027;263
52247;2981
79693;77
83289;52303
83289;42673
9554;185
43575;704
83298;3271
83298;3235
58490;263
58490;244
58490;304
58490;2844
124045;2981
58490;1945
124045;1927
58490;58490
58490;173
3172;242
83300;1988
72079;14
72079;17125
72079;244
72079;1929
72079;1927
72079;2981
72079;304
72079;1945
72079;2844
72079;42670
72079;42673
72079;68487
125835;173
125835;244
125835;1975
72750;1929
70188;427
72093;2041
72748;72748
72748;2981
72748;242
72811;1988
72829;93
75933;89
75933;20788
75933;51238
75933;20791
75933;20792
75933;20782
75933;69916
52247;316
52247;2846
52247;48
52247;86144
52247;73
75800;245
75800;3243
124045;100584
75800;1975
75800;1977
124045;984
83300;2837
75800;75510
75800;253
75800;766
75800;257
75800;250
75800;249
75800;8928
75800;8927
57550;72084
83300;244
83300;3159
83300;1926
83300;2981
83300;90
83300;91
83300;93
83300;226
83300;74
83300;47388
83300;224
83690;2837
83690;1988
83690;17125
83690;14
83690;316
971;263
971;2034
83690;304
971;1990
971;3139
971;264
1992;38336
971;58736
971;299
23448;41066
23448;46876
23448;42672
23448;42670
83690;1927
83690;3162
83690;263
83690;41066
83690;72083
80972;2035
80972;757
90773;44987
69619;244
90773;77415
90773;44988
90773;45593
91119;25
91119;2114
56863;38174
56863;474
56863;428
56863;418
56863;427
9154;2981
84231;2062
33401;316
33401;1929
29410;96
29410;98
36686;2055
36686;2030
36686;1988
36686;211
36686;58527
36686;84156
124045;334
36686;46876
2075;25
2042;235
36686;42670
36686;2852
44396;44988
44396;44987
44396;1782
36686;38348
36686;21089
36686;2846
36686;2981
36686;1929
36686;25
9002;1929
9195;1929
84159;55962
79693;9053
92769;3162
96337;6106
96337;422
96337;428
96337;430
96337;431
96337;423
96337;427
124723;472
54127;2981
96337;417
254;375
60446;2837
60446;3162
60446;42670
60446;2844
60446;3159
60446;91
60446;172
60446;93
60446;171
60446;2
52247;324
96337;418
96337;36687
96337;304
96337;1710
96438;1927
96438;42670
96438;2981
58089;77
125835;248
60771;41589
60771;41590
60771;185
60771;94
60771;48
60773;41589
60773;41590
60773;94
60773;185
60773;48
60774;41066
60774;94
60774;48
60774;185
60774;263
60774;3162
60774;1988
60774;2981
60774;1929
1778;185
1395;185
53791;46
60926;1029
96438;263
96438;1988
96438;244
96438;17125
60926;955
60926;58527
60926;345
96438;1945
96438;42672
55957;2852
96438;2852
96438;14
96438;172
96438;91144
96438;367
96438;169
61510;29795
96438;46876
61372;40664
61372;1209
96438;25
61371;25
61371;466
61371;61370
105374;1926
103703;103708
47204;54
47204;58527
47204;1029
103703;105201
103703;1178
103703;103726
4246;27
4246;48
4246;94
4246;185
4246;8
4246;1
51144;185
62475;45399
62475;45396
62475;45397
62475;45398
62475;45400
89593;89593
90737;72219
90737;72153
90737;72217
90737;72155
90737;72142
90737;72144
90737;72285
306;42672
95191;1975
95191;253
95191;249
95191;1929
95191;2981
95191;248
95203;263
95203;1929
95203;2981
120292;91842
59923;2981
59923;244
59923;2844
59923;2846
59923;3162
59923;303
59923;3
59923;25
59923;90
59923;2393
59923;46876
41930;41066
306;36670
306;1927
32529;304
954;324
58983;263
58983;14
58983;1930
58983;244
58983;2844
58983;304
58983;2852
58983;2981
58983;1988
58983;42670
58983;17125
58983;1801
58983;44987
58983;470
58983;7
58983;1799
58983;172
58983;2114
306;68487
58983;1927
58983;25
42816;3517
88838;240
43574;704
43578;704
43592;704
43592;29304
43570;704
43584;704
43584;2828
43579;704
43581;704
43583;2829
43583;704
73242;42670
67184;2837
67184;42673
67184;1929
67184;2981
67184;3162
67184;8836
67184;3236
67184;3517
67184;3270
67184;42671
67184;2
67184;20789
67184;78055
67184;1987
67184;89
57313;316
57313;1927
57313;244
57313;41066
57313;1988
57313;304
57313;2846
40335;316
40335;41066
40335;1988
40335;304
40335;2846
51175;316
51175;304
51175;2846
51175;1988
51175;244
51175;1927
51222;316
51222;1927
51222;41066
51222;244
51222;1988
51222;304
51222;2846
51175;41066
51223;316
51223;1927
51223;244
51223;41066
51223;1988
51223;304
51223;2846
37307;2846
37307;1988
37307;41066
37307;244
37307;1927
37307;316
2764;2210
2764;303
67931;461
248;766
248;1975
110676;42670
110676;76917
73242;263
73242;2981
73242;2837
306;73212
73242;68487
73242;1801
73035;74
116375;421
73035;3159
72078;76917
76609;1929
76624;2852
88842;88837
76772;41273
76772;49998
59090;2981
59090;72084
59090;2844
59090;1988
59090;76917
59090;91
230;41066
76754;41314
76624;1929
76754;52945
76754;27618
67184;72082
67184;3152
103473;46
69633;91842
24917;24917
79691;36687
1023;72082
75168;14
84254;72084
84254;2846
72613;1812
72613;1799
88842;88841
120292;46538
90737;72270
90737;72157
90737;72228
90936;80497
110676;27
110676;72084
110676;1929
68279;475
91748;78
68344;1988
68344;2844
68344;36687
68344;931
68344;232
68346;41066
91748;69685
91748;3154
748;2837
748;185
68378;263
62417;25064
62417;28358
62417;28366
69350;94285
69350;68487
69350;1801
62417;1982
47510;423
69633;1812
29217;3162
68510;28282
69350;73212
69350;1945
69350;3
69350;1557
68510;28369
68535;244
748;263
748;2846
748;14
748;244
748;3162
748;2852
748;2981
748;1988
748;1927
68554;316
68554;263
68554;2844
68554;244
68554;304
68554;1926
68554;36670
68554;2981
68554;1930
748;42670
748;72084
748;36670
748;72083
120292;44331
120292;46784
95244;1988
95244;3162
95244;2852
95244;42672
95244;1929
95244;2
110676;3162
89754;2837
44701;52303
89754;42670
89754;91144
44701;88353
44701;4328
44701;72575
44701;46119
62220;244
62220;26
83699;83699
69633;1799
69633;1918
69633;60223
69633;1913
69633;427
1023;91842
102118;1927
102118;316
102118;1812
102118;91842
102937;748
102937;41066
102937;2852
68787;10
102937;1988
102937;1927
102937;72083
102937;211
103703;103729
103703;103728
103801;100922
103801;244
103801;1184
68874;68868
68874;68872
68874;68862
53791;46876
55957;46876
55957;42671
2159;12
2159;2045
69134;48
69154;2852
69154;8836
69154;3245
69154;3270
69154;3236
69154;3517
69154;3205
69154;3234
69154;21089
69154;46876
69154;25281
69154;2
1932;17125
103801;1183
103801;103813
120293;91842
103801;103812
103801;440
103801;1185
72078;94285
1023;76917
76723;41303
76723;52497
76778;41360
16478;1988
77695;2837
73049;244
76717;41302
76717;45952
83289;2837
76717;30314
76718;41323
76718;56409
77990;1812
76718;34296
76719;41335
76719;53444
76719;34313
76720;41290
76720;45582
76720;41379
76721;46420
76721;56211
76721;56195
76735;41343
76722;41284
76735;55429
76722;20590
76735;26281
76722;56583
76723;20263
76725;61924
76725;61961
76725;61943
76744;46398
76744;49318
86546;86144
76744;49295
76745;41304
47637;3413
47637;3243
47637;3271
72617;1812
1557;68487
10146;9154
10146;2034
69275;3164
69275;26869
68787;430
69350;2981
69350;316
69350;263
69350;2844
69350;1930
69350;304
69350;1927
69350;42673
44072;26
43588;704
43573;704
43591;704
43569;704
43569;13428
43594;29303
43594;704
43589;704
43593;29305
43593;704
10146;2035
43587;704
68787;417
89755;2981
72078;68487
72078;1801
108074;44072
43590;704
76745;45967
76745;34181
76747;41267
76747;45565
69458;467
76747;20572
76748;41269
76748;45668
76748;20182
101115;101068
76749;46397
76749;49286
321;42672
321;1988
321;244
321;41066
321;1927
37307;54844
57313;54844
51222;54844
51175;54844
51223;54844
40335;54844
40335;704
57313;704
37307;704
51223;704
51321;47388
321;2846
321;304
321;333
76749;49264
69619;469
102937;187
69710;244
69746;56837
69746;466
69746;1799
69746;173
76750;41305
76750;45975
101113;101068
76750;34254
101118;101068
76761;41309
76761;53942
101120;101068
76761;34264
76762;35993
76763;41352
76763;53554
101122;101068
76763;32144
69971;24712
47637;263
69994;60317
69994;42777
69994;2045
43072;27
76765;41306
76765;45989
70033;51321
70033;2837
70033;27
70033;47388
70033;90
70033;56142
70061;244
101123;101068
76765;27710
76766;41328
76766;51730
101124;101068
102937;193
76768;41353
70178;3162
76768;54149
102937;1812
76768;28538
76769;41310
52247;263
52247;58527
965;3436
965;3432
965;3431
3416;232
3416;14151
3416;1988
76769;53242
102937;91842
102937;8
70368;426
108074;27
108074;94
76770;41354
76770;54237
76770;34322
76771;41266
76771;45540
103547;244
76771;20670
103547;100908
103548;100908
103678;100918
105264;3213
70476;228
105264;75694
103700;100919
103700;244
47636;263
43585;2831
70536;1929
43571;2814
43572;2815
43574;2820
43575;2821
43577;2823
43586;2832
46770;1929
43570;14016
70191;38178
70191;464
70191;258
70191;47176
103701;100919
108074;185
108074;48
72078;73212
108147;250
81129;33032
108320;92930
108320;38336
108320;38337
108320;8838
108320;92934
108320;1812
108320;91842
108320;46876
230;1988
230;304
230;2844
230;1927
230;263
230;316
230;240
70647;430
109993;2852
7426;1196
109993;1929
109993;2981
109993;2837
109993;109913
22252;324
22252;22258
22252;22338
22252;22366
325;22338
325;22258
325;22366
325;324
325;1145
325;1219
325;1138
325;1151
325;1143
325;1148
325;1155
325;1150
325;15413
325;1220
325;1156
325;1157
325;10089
325;1149
325;1144
325;1140
325;1152
325;1153
325;1141
325;1142
325;1137
70735;2033
70735;2032
70735;3495
70735;37003
70735;2837
70735;1696
70735;90
70735;2065
70741;17125
70741;2837
70741;2981
70741;1929
70741;14
70741;42670
70741;316
70741;44987
70741;44988
7603;88290
57612;171
41036;1801
75815;2837
75909;244
20215;40322
110166;62883
44396;42672
89595;42672
89595;74011
89595;1988
89595;1926
89595;1945
89595;1929
76726;52664
89595;42670
96517;92707
3417;11
72768;24752
72768;47322
72800;46285
72800;69961
44396;68487
72800;426
72800;228
72805;72804
7603;88291
70951;67671
70919;46764
70919;1799
70919;5848
44396;72083
77695;17125
76738;49833
76784;53100
2159;8
78067;1929
116714;91842
3623;3619
3623;78
3623;3620
3623;3621
3623;46
71099;970
107107;1929
83294;26929
72805;69961
44396;73212
107107;2981
72805;33462
71302;46263
71302;46267
71302;466
71302;25
71314;22158
71371;1812
71371;1799
57612;36670
57612;241
57612;41066
57612;3162
57612;1929
57612;316
57612;1927
57612;2981
57612;263
57612;2844
57612;2846
57612;2837
57612;93
57612;2
57612;73
72805;426
72805;60367
72750;72819
72750;72816
72750;72817
72750;72818
72813;41066
72813;1988
72815;3162
78218;2837
78218;76917
78218;14
78218;1988
78218;1929
78218;42670
78218;2852
78218;263
78218;17125
72820;91
23448;1926
76726;34172
1658;223
76175;2844
7603;244
105260;244
70741;25
73242;1782
76609;2852
3523;334
3523;2045
3523;10677
3523;984
87450;14
77320;1
71685;304
71685;1988
71685;316
71685;1927
71685;3273
71685;1989
71685;23666
77320;91
71685;315
71685;2207
71685;36687
71685;45013
71685;2409
71685;306
77320;2058
92769;2846
71939;4325
68787;24753
108146;9156
77320;3213
77320;42672
86572;81128
78218;2981
78218;2844
78218;72084
78218;3162
78218;72082
70741;1945
76763;76855
76777;56080
76777;41395
47027;2846
75168;304
19235;1801
68265;416
92769;185
10498;41066
116714;93920
80973;76346
58490;2837
104359;1801
58490;68487
84208;2055
89595;1927
89595;2981
84219;3601
84231;55959
77205;2981
1023;72084
81129;316
77205;1929
85708;3159
89595;304
89595;2844
89595;91
77694;1927
14595;244
16071;1977
70245;1926
90754;1029
90754;1462
90754;50
90754;58
90754;58527
90754;955
90754;68
90754;63
90754;53
90754;2131
90754;55
90754;73321
91555;2837
91555;2981
91555;1929
91748;3620
92769;92748
84247;42672
84247;1927
84248;304
84248;3159
84249;42670
84249;41066
84250;42670
84250;41066
84250;1801
84251;36670
84252;94
84253;1927
84253;2837
93375;91
93376;91
93377;72820
105374;42672
116714;116430
116714;92627
87450;2981
87450;1929
87450;17125
87102;3200
3623;69685
95267;1988
95267;244
95267;3162
96050;14
96517;92727
104900;100905
3623;29029
3623;29028
3623;1213
104926;100916
104937;455
103568;103568
103702;100917
103702;244
103702;1178
103702;103726
103702;103728
103702;105201
103702;103729
103703;103710
103569;37240
103569;105407
103569;1180
103569;438
103569;103055
103569;37245
103569;95978
103569;89893
103569;95979
103569;95980
105651;2055
103777;244
103777;100904
103777;105652
103777;94429
103777;103799
103777;103800
103777;94425
103777;103797
103777;103798
103778;103788
103778;103789
103778;103785
103778;103683
103778;103786
103778;105652
103778;94429
103778;103799
103778;103800
103778;94425
103778;103797
103778;103798
103779;103788
103779;103789
103779;103785
103779;103683
103779;103684
103779;105652
103779;94429
103779;103799
103779;103800
103779;94425
103779;103797
103779;103798
103780;103788
103780;103785
103780;103789
103780;103787
103780;103786
103780;105652
103780;94429
103780;103799
103780;103800
103780;94425
103780;103797
103780;103798
103781;103788
103781;103789
103781;103785
103781;103787
103781;103786
84254;46876
84254;48
84254;185
84254;72078
84254;1812
84254;14
84254;1988
84254;1926
84254;41066
84254;244
84254;1929
84254;42670
84254;316
84254;1930
84254;304
84254;42672
84254;3159
84254;263
84254;2852
84254;72083
84254;1801
84254;68487
84255;3205
84303;52303
110676;41066
117606;83648
19039;1988
91269;3162
91269;2837
91269;304
91269;1988
91269;14
91269;1927
91269;244
91269;17125
91269;316
91269;382
91269;36687
91269;8
91269;25
91269;2
91269;1
91269;250
8302;244
19039;42670
19039;172
91556;2837
91556;1929
91556;2981
83276;1801
89544;38337
89544;89539
89544;14
91597;41066
748;41066
1916;1825
1916;1821
1916;1815
1916;1826
1916;91861
1916;1836
1916;89391
1916;40565
84243;1812
84244;1812
84245;72084
84246;17125
105922;2852
87466;25
87102;14
93394;91
87102;2114
87102;2981
320;1929
320;263
320;3162
320;1926
320;1988
320;2844
320;324
320;704
320;77
320;9053
93907;2852
93907;316
93907;173
93907;2837
93907;42673
93907;27
93907;304
93907;244
93907;1927
93907;17125
93907;1945
93907;41066
93907;2981
93907;2207
93907;1799
93907;1812
83697;17125
84172;1988
93287;421
93287;6081
91834;91624
87413;25
101119;1929
101114;101068
102145;89535
102145;38360
102145;38371
102145;9797
95236;94430
95236;244
95219;91842
95219;173
95219;1209
95244;1927
95321;91842
95321;1812
95321;173
95321;1799
95321;93
95321;172
36686;185
36686;48
36686;94
36686;244
95321;315
90533;2795
90533;72144
90533;3
90533;93
90533;171
90533;18
90533;2114
90533;457
90533;25
90533;24712
90533;1812
90533;173
90533;1799
119705;50934
119705;112976
119705;78
119705;1213
120293;80567
120293;58084
70245;57682
120294;91842
120294;68919
96003;316
120294;2045
96041;263
96041;316
96041;41066
96041;304
96041;244
96041;1926
96041;2837
96041;1801
96050;93
96050;2
96050;15
96050;1988
96050;1929
96050;263
96050;17125
96050;1945
96050;3162
96050;1927
96050;2981
96050;2844
96050;2846
96050;172
107091;3234
107091;2043
107091;75229
107091;75234
107091;2058
107091;2055
107091;47229
107091;8882
107091;75207
107091;75212
107376;40125
107376;102521
107376;57682
91140;1929
91140;2981
89544;1988
89544;41066
89544;17125
89544;3162
96680;431
54888;1927
72626;1
97685;14
97685;2035
97685;3214
97685;17125
97685;25
97685;2114
97685;93
91556;2852
91556;304
91556;2846
91556;46876
91556;86144
91556;57682
91556;21089
91556;25281
91556;45013
91556;25064
91556;54843
91556;54793
91556;36687
91556;322
1781;2981
1781;42670
1781;1927
98540;38336
98540;8838
98540;92930
98540;92934
98540;263
98540;14
98540;72083
98540;46876
98540;1812
120294;467
120391;263
102145;89541
102145;7473
107376;2045
102583;3236
102583;77
102583;1696
102583;78
102583;344
102585;42673
102585;76917
102585;2837
102585;263
102585;2844
102585;1926
102585;17125
102585;2852
102585;14
102585;3162
102585;1945
102585;72084
102585;316
102585;42670
102585;304
102585;1929
102585;1949
102585;1801
103208;74024
103208;74019
103208;74015
83277;316
83277;42672
83277;2844
103208;74011
103225;8
103225;244
103225;1927
103225;304
103225;14
107376;2330
107376;984
107376;261
107376;1782
120391;1929
120391;2981
120391;72084
120391;52303
120391;91624
121080;46
121080;52303
121080;1801
121082;49198
121082;78611
104359;17125
104359;2844
104359;324
104359;704
103606;49103
103606;244
103606;103607
103607;49103
103607;103714
103607;103715
103607;103716
103607;103717
103607;103718
103607;103719
103607;103720
103607;103612
103607;103610
103607;103613
103607;103614
103607;103611
104872;94428
104871;94428
105131;244
105131;100900
105130;100900
105258;3618
105258;3619
105258;78
105258;3620
105258;3621
105258;69685
105258;1213
105258;29029
105258;29028
105262;1801
105262;68487
105262;73212
105262;42673
105262;1926
105262;244
105262;316
105262;72083
105262;1930
105262;304
105262;42672
105262;3159
105262;263
105262;17125
83692;478
104359;14
104359;1927
105211;100915
105212;100915
105260;100909
103640;244
103666;100921
103582;244
103582;100914
105176;451
105374;2844
105359;3162
105359;1945
105359;244
105359;42670
105359;1927
105359;304
